problem_no,sub_id,stem,correct,explanation
103-6,2,デューデリジェンスは物的調査、法的調査、経済的調査に大別され、それぞれの調査は一般的にアセットマネジャーにて完結するもので、第三者に委託するものではない。,FALSE,デューデリジェンスは高度な専門性が求められるため、通常は弁護士、不動産鑑定士、建築士などの外部専門家に委託して行われます。
103-6,3,ファンドを組成しようとする場合、投資家の趣向や投資資金の性格にあったファンドを組成すべきであり、オポチュニスティックファンドとは、安定的な利益配当を趣向する投資家に適合するファンドである。,FALSE,安定的な利益配当を好む投資家には「コアファンド」や「REIT」が適しています。オポチュニスティックファンドは、より高いリスクを取ってハイリターンを狙う投資戦略です。
103-6,4,アセットマネジメントでは、ストラクチャーにより様々な法令を順守する必要があり、例えば、GK-TKスキームでは金融商品取引法、TMKスキームでは資産の流動化に関する法律、REITでは投資信託及び投資法人に関する法律に則る必要がある。,TRUE,はい、各スキーム（仕組み）はそれぞれ根拠となる法律があり、アセットマネジャーはそれらを遵守して業務を遂行しなければなりません。
103-7,1,レンダーを選定する場合、一般的に競争入札を行うことで金利などの経済条件を好条件で調達することが可能になるので、フィナンシャルアドバイザーを起用することがあるが、必ずしもフィナンシャルアドバイザーを起用する必要はなく、アセットマネジャー自らが競争入札を行う場合もある。,TRUE,その通りです。ファイナンスのアレンジはアセットマネジャーの重要な業務の一つであり、外部の専門家を活用するか自ら行うかは状況に応じて判断されます。
103-7,2,ストラクチャーを構成するうえでどのようなローンを調達するかは極めて重要であり、ローレバレッジ（浅めのLTV）にして配当利回りを高める設計とするか、又はその逆の設計にするかは、投資対象不動産の特性や投資家の志向によって変化する。,FALSE,一般的に、借入比率を高める「ハイレバレッジ」にすることで、自己資金に対する配当利回りを高める効果が期待できます。
103-7,3,配当停止事由とは資金移動が制限される事由のことであり、一般的にGK-TKスキームの場合では、信託口座からメイン口座への資金移動が禁止され、かつ投資家への配当やAM報酬の支払いが停止される。,FALSE,資金移動が禁止されるのは、メイン口座からリリース口座（配当等の支払いに使われる口座）への移動です。信託口座からメイン口座への家賃収入等の移動は通常通り行われます。
103-7,4,強制期限前弁済事由とは、貸付人が口座に留保された金銭をもって貸付の返済に充当できる事由のことであり、一般的にGK-TKスキームの場合ではメイン口座に留保された資金を返済に充当する。,TRUE,はい、ローン契約で定められた特定の事由が発生した場合、レンダー（貸付人）は期限の到来を待たずに、口座資金から貸付金を回収することができます。
103-8,1,キャッシュマネジメントとは物件運営レベル及びSPC運営レベルのそれぞれにおいて入出金管理や効率的な資産運用を行うものであり、年度資金計画の作成と予実管理、資金移動の承認と実行、コベナンツ管理、配当の実施等の業務がある。,TRUE,その通りです。ファンド全体の資金繰りを管理し、円滑な事業運営と投資家への配当を実現するための重要な業務です。
103-8,2,DSCRテストとは、ローン契約において定められる返済の余裕度をはかるテストであり、基準値を何度か下回ると配当停止事由や強制期限前弁済事由等に抵触する場合もあるので、アセットマネジャーはこれに抵触しないよう注意を払わなければならない。,TRUE,DSCR（Debt Service Coverage Ratio：元利金返済カバー率）は、不動産の収益がローン返済額をどの程度上回っているかを示す指標で、レンダーが重視する項目です。
103-8,3,LTVテストとは、ある時点の不動産鑑定評価額に対するローン元本額の割合であるLTV値が、ローン契約において定められた基準値を満たしているかテストするもので、LTV値が基準値を何度か上回ると物件の強制売却に至る場合もある。,TRUE,LTV（Loan to Value：借入金割合）は、不動産価値に対する借入金の割合を示す指標で、不動産価格の下落時にこの数値が上昇し、基準値を超えるとペナルティが発生することがあります。
103-8,4,GK-TKスキームにおいて、口座の階層は信託口座、メイン口座、リリース口座の3階層に分けられており、一般に信託口座レベルでは物件運営にかかわる入出金のほかAM報酬の支払いが行われる。,FALSE,AM報酬は、物件運営費やローン返済などを終えた後、リリース口座から投資家への配当と共に支払われるのが一般的です。
103-9,1,ホテルの需要に影響する訪日外国人の動向をみると、2023年の訪日外客数はコロナ禍の影響が減り、2019年の水準を超えて過去最高を記録した。,FALSE,2023年の訪日外客数は大幅に回復しましたが、コロナ禍前のピークであった2019年の水準には達していません。
103-9,2,住宅の需要に影響する人口移動の動向をみると、東京23区については、2021年に転出超過に転じたが、2022年には転入超過に戻り、2023年はさらに転入が増加している。,TRUE,はい、コロナ禍で一時的に鈍化した都心への人口流入は、再び活発化する傾向にあります。
103-9,3,オフィスの需要に影響する在籍（出社ではなく）の1人当たりのオフィス面積の動向をみると、面積は増加傾向が続いていたが、コロナ禍を経て減少に転じた。,FALSE,在籍者1人当たりのオフィス面積は、コロナ禍以前から顕著な増加傾向にあったわけではなく、コロナ禍後も減少はしていません。
103-9,4,物流施設の需要に影響する消費者向け電子商取引の市場動向をみると、EC化率は年々上昇し続けており、市場規模は2022年度には約23兆円に達している。,TRUE,その通りです。EC市場の拡大が、高機能な物流施設の需要を力強く牽引しています。
103-10,1,東京23区のオフィスストックを規模別に棟数でみたときに、延床5000坪以上のビルは1割以下である。,TRUE,はい、大規模なオフィスビルは棟数ベースで見ると少なく、希少性が高いと言えます。
103-10,2,新築ビルを対象とした空室率を見る際、対象物件数が少ないためデータの変動が大きい点や新築期間を超えると算出対象から外れる点に注意が必要である。,TRUE,その通りです。新築ビルの空室率は供給される物件によって大きく振れるため、市場全体の動向を見るには既存ビルも含めたデータと合わせて分析する必要があります。
103-10,3,フリーレントはテナント誘致や賃料単価を高く維持したい時などに使われるが、付与率や月数だけでは市場の需給動向を網羅できないケースがみられるようになってきた。,TRUE,はい、フリーレントに加えて内装工事費の負担など、様々なインセンティブが提供されるため、表面的な賃料だけでは実質的な賃料水準を判断しにくくなっています。
103-10,4,民間調査機関が公表する「空室率」は、調査対象となる物件の基準が異なるものの、空室面積を算出する際の基準は同じである。,FALSE,調査対象のエリアやビルのグレード、規模だけでなく、空室の定義（募集中の面積を含むかなど）も調査機関によって異なるため、データを比較する際には注意が必要です。
103-11,1,基準地価は、都道府県知事が判定する。,TRUE,はい、基準地価は都道府県地価調査とも呼ばれ、都道府県知事が主体となって価格を判定します。
103-11,2,基準地価は、毎年7月1日時点の価格を判定する。,TRUE,その通りです。毎年7月1日を価格判定の基準日としています。（公示地価は1月1日）
103-11,3,基準地価は、毎年9月に公表される。,TRUE,はい、7月1日時点の価格を調査・判定し、例年9月下旬頃に公表されます。
103-11,4,基準地価の対象に、都市計画区域外の林地は含まれる。,TRUE,はい、公示地価が都市計画区域内の土地を主に対象とするのに対し、基準地価は都市計画区域外の林地なども含み、より広範な土地をカバーしています。
103-12,1,新規賃料には募集賃料と成約賃料がある。募集賃料はサンプリングの問題や成約賃料との乖離がある場合があるが、以前から長く公表されており市場のトレンド把握に適している。,TRUE,はい、募集賃料は速報性が高く、市場の方向性を掴むのに役立ちますが、実際の成約賃料とは異なる場合がある点に留意が必要です。
103-12,2,不動産投資における収益は、インカムゲイン（継続的な賃料収入）とキャピタルゲイン（売却時の利益）に分けられる。,FALSE,説明が逆です。インカムゲインが賃料収入などの継続的な収益、キャピタルゲインが売却時の価格上昇による利益を指します。
103-12,3,今後の不動産売買市場の動向をみる際、J-REITや生命保険会社による不動産の取得・購入が多いときは、彼らが近いうちにその物件を売却すると考え、売却物件の供給が増加して、価格の下押し圧力になることを強く意識しておくべきである。,FALSE,J-REITや生命保険会社は、基本的に中長期的な視点で不動産を保有・運用する投資家であるため、彼らの取得が増えても短期的な売却供給の増加には直結しにくいです。
103-12,4,不動産の売買は一般的には相対取引で行われるため、実際の取引価格（成約価格）が公になることは全くない。,FALSE,J-REITや上場企業が不動産を売買した際には、IR情報（投資家向け広報）などで取引価格が開示されることがあります。
103-13,1,建物の敷地利用権が借地権である場合、土地の登記が必ずされる。,FALSE,借地権のうち、物権である「地上権」は登記されますが、債権である「賃借権」は登記義務がなく、登記されていないケースが多く見られます。
103-13,2,不動産登記簿の甲区欄には所有権に関する事項が記載されており、所有者は誰であるか、いつ、どんな原因で所有権を取得したのかが記載されている。,TRUE,その通りです。所有権の移転履歴は甲区を見ることで確認できます。
103-13,3,不動産登記簿謄本は法務局において原則誰でも取得することができるが、取得に際して所有者の承諾や委任状が必要となる。,FALSE,不動産登記簿謄本（登記事項証明書）は、不動産の取引の安全を図るための公示制度であるため、手数料を納付すれば誰でも取得できます。
103-13,4,不動産登記簿の乙区欄に記載されている事項について、根抵当権が設定されている場合には、極度額と実際の借り入れ残額は必ずしも一致しない。,TRUE,はい、根抵当権は、設定された極度額の範囲内であれば繰り返し借入と返済ができるため、登記されている極度額が現在の借入残高を示しているわけではありません。
103-14,1,一般的に、テナント構成について、特定のテナントや業種に偏りがなく分散状態にある方が、将来のキャッシュフローは安定的といえる。,TRUE,はい、テナント構成を分散させることで、特定のテナントの退去や特定の業種の不振がビル全体の収益に与える影響を軽減できます。
103-14,2,多数の不動産を所有しているファンド等において、ファンドが所有する対象不動産の管理費用を査定する際は、当該不動産単独の費用を査定する必要はなく、運営実績を採用して査定する。,FALSE,ファンド全体で管理契約を結ぶことで費用を削減している場合があるため、その物件単独で管理した場合の適正な費用水準を把握し、査定する必要があります。
103-14,3,実施済の修繕内容とエンジニアリングレポート記載の修繕項目を照合して、計画的な修繕計画が立案され、実行されているかを確認することは重要である。,TRUE,その通りです。過去の修繕履歴を確認することで、建物の維持管理に対する所有者の姿勢や、将来発生しうる修繕コストを予測する上で重要な情報となります。
103-14,4,一般的に、収益調査において、過去の収支実績はマンスリーレポート等により直近1年のみ分析、検討を行えば十分である。,FALSE,収益の安定性や傾向を正確に把握するためには、可能な限り複数年（例えば3〜5年分）の収支実績を分析・検討することが望ましいです。
103-15,1,収益還元法の適用において、直接還元法とDCF法のいずれの方法を適用するか、また併用する場合にいずれの方法を重視するかは、対象不動産の種類、収集可能な資料の質、範囲及び評価目的に即して適切に選択することが必要である。,TRUE,はい、例えば収益が安定している物件は直接還元法が、将来の収支変動を詳細に予測したい場合はDCF法が適しているなど、状況に応じた使い分けが重要です。
103-15,2,直接還元法は、時間の概念を組み入れることが可能であり、より詳細なシナリオを設定することができるという長所がある。,FALSE,これはDCF法の特徴です。直接還元法は、ある一期間の純収益を還元利回りで単純に資本還元する手法で、簡便である点が長所です。
103-15,3,DCF法は、一定期間の将来予測を明示的に行って価格を求める手法であり、予測の内容、精度などにより、求められた価格の信頼性が左右されることとなる。,TRUE,その通りです。賃料の変動や空室率、運営費用の予測などが価格に大きく影響するため、その前提条件の妥当性が非常に重要になります。
103-15,4,最終還元利回りは、現在の還元利回りと比較して、将来の不確実性や建物の老朽化等を考慮すると、一般的にはやや高い水準となる。,TRUE,はい、DCF法で用いる最終還元利回り（売却時の還元利回り）は、保有期間中のリスクを反映するため、分析開始時点の還元利回りよりも若干高く設定されることが一般的です。
103-18,1,再調達価格の総額には、解体撤去費用、設計料、移転引越し費用、営業補償費などは含まない。,TRUE,再調達価格は、対象建物を再度建築する場合の直接的な工事費や付帯費用を指し、設問のような費用は通常含まれません。
103-18,2,再調達価格とは、対象建物の現状仕様に従い、対象建物を調査時点に再度新築するとした場合の費用である。,TRUE,その通りです。現在の技術や資材価格を基に、同じ建物を建て直した場合の費用を算出します。
103-18,3,対象建物が、竣工後に耐震補強工事などが行われていた場合には、新築時とは異なるため、その耐震性を保持するためのコストは反映されない。,FALSE,耐震補強工事が行われている場合、そのコストも現状仕様の一部として再調達価格に反映されます。
103-18,4,再調達価格の算出方式には、竣工時の工事代金内訳書から物価の上昇等の要因を考慮して金額を算出する方式と主要部位の概算積算等を行って金額を算出する方式の2通りの方式がある。,TRUE,はい、過去のデータから調整する方法と、現在の単価を基に積み上げて計算する方法があります。
103-19,1,過去に実施された土壌汚染対策法に基づく調査で、「区域指定」等の指定を受けていなかったため、通常の地歴調査を実施して、対象物件の取得を進めたという判断は適切である。,FALSE,法改正などにより基準が変更されている可能性があるため、過去の調査結果だけでなく、常に最新の法令に基づいた調査が必要です。
103-19,2,地歴調査で近隣地域に工場等の存在は確認されなかった一般の商業地において、過去に印刷会社やクリーニング店の立地が確認されたため、フェーズⅡ調査を実施したという判断は適切である。,TRUE,はい、印刷会社やクリーニング店は有害物質を使用していた可能性があるため、土壌汚染のリスクを考慮して、より詳細な調査（フェーズⅡ調査）に進むのは適切な判断です。
103-19,3,土壌汚染対策法では、「要措置区域」と「形質変更時要届出区域」の区分があるが、自然由来と想定される区域の設定は無い。,FALSE,自然由来の有害物質による汚染については「自然由来特例区域」の指定制度があります。
103-19,4,土壌汚染の地歴調査において、調査対象地が過去に工場敷地として利用されていたことが判明したが、当時の事業者は追跡できず、また年数も経過していることから「土壌汚染リスクは低い」と判断したことは適切である。,FALSE,有害物質は長期間土壌に残存する可能性があるため、年数が経過していてもリスクは低いとは言えません。過去の所有者や利用状況を特定することが重要です。
103-20,1,エンジニアリングレポートは技術的見地から、第三者の立場で、対象不動産の機能・性能等を客観的に評価し、収益性に影響を及ぼす様々なリスクを定量化する役割をもつ。,TRUE,その通りです。建物の物理的な状態を評価し、将来必要となる修繕費用などを予測することで、投資判断の重要な材料となります。
103-20,2,建物が建築時に適法に建てられ検査済証が交付されているため、遵法性上は問題が無いものと判断した。,FALSE,竣工後の増改築や用途変更により、現行の建築基準法や消防法に適合していない（既存不適格）状態になっている可能性があるため、遵法性の調査は必要です。
103-20,3,建物の環境リスク評価では、建物に使用されている材料、設備機器、これを動かすための油類（燃料）等に、環境上の問題がないかを確認する。,TRUE,はい、アスベストやPCB（ポリ塩化ビフェニル）など、有害物質の使用の有無を確認することは環境リスク評価の重要な項目です。
103-20,4,土壌汚染リスク評価では、土壌・地下水汚染が人の健康や生活環境への影響もさることながら、大きな経済的なリスクであるため、地歴調査を実施する。,TRUE,はい、浄化費用が多額になるなど、土壌汚染は不動産の価値や投資収益に大きな影響を与えるため、地歴調査によるリスクの把握が第一歩となります。
103-21,1,プロパティマネジメント業務は、「建物の管理運営の企画」、「テナント誘致業務」、「運営業務」、「建物管理業務」などから構成され、実際に行われる業務の範囲や程度は契約のもとに決定される。,TRUE,その通りです。これらの業務を通じて、不動産の資産価値を維持・向上させることがプロパティマネジャーの役割です。
103-21,2,プロパティマネジャーの役割は投資家収益の最大化であり、不動産ファンドの対象となる不動産をポートフォリオとして運用し、投資家のインカムゲインとキャピタルゲインの最大化を図ることである。,FALSE,これは、投資全体の戦略を立てる「アセットマネジャー」の役割の説明です。プロパティマネジャーは、個別の物件レベルでの管理運営を担当します。
103-21,3,プロパティマネジャーには不動産運営のプロフェッショナルとして、対象不動産の固有のリスクや時代と共に刻々と変化するリスクを的確にコントロールすることにより資産価値を最大化することが求められる。,TRUE,はい、日常の運営管理を通じて、物件の魅力を高め、テナント満足度を向上させることが資産価値の最大化につながります。
103-21,4,プロパティマネジメント業務のうち「運営業務」は、建物の品質管理・テナント等の窓口対応・賃料などの入出金管理・定期的なビルオーナーへのレポーティングなどソフト面の対応を指す。,TRUE,はい、ハード面の設備管理などと対比して、テナントやオーナーとのコミュニケーションを含むソフト面の業務も運営業務の重要な要素です。
103-22,1,長期修繕計画は概ね10年を超える修繕計画を指すことが多く、実施を見据えた現実的な計画であるため、計画策定にあたっては修繕を行う対象と方法を費用を含めて明確にする必要がある。,FALSE,これは中期・短期修繕計画の説明です。長期修繕計画は、より長期的な視点で大規模な修繕の時期や概算費用を把握するためのものです。
103-22,2,建物の劣化への対処方法である「修繕・更新」は、機能や性能が低下した機器等を竣工時と同等、又は実用上支障のない状態までに回復させる行為であり、主に社会的劣化への対処が目的である。,FALSE,これは主に、経年による「物理的劣化」への対処が目的です。社会的劣化への対処は、リニューアルやコンバージョンなどが該当します。
103-22,3,建物の劣化への対処方法については予防保全を前提に検討し、リスク・コスト共に割高になる事後保全は避けるべきである。,FALSE,基本は予防保全ですが、故障しても影響が軽微な設備などについては、あえて事後保全を選択することもあります。
103-22,4,改修計画は、ビルに新しい価値を生み出す業務であり、プロパティマネジメントの実務における通常業務と異なり、非定常の業務である。,TRUE,その通りです。日常的なメンテナンスとは異なり、時代のニーズに合わせて建物の魅力を高めるための特別なプロジェクトとして扱われます。
103-23,1,建物賃貸借契約は、更新の意思があるかどうか、更新を拒絶する正当事由があるかどうかなどに関わらず、契約期間の満了により契約を終了することができる。,FALSE,これは「定期建物賃貸借契約」の説明です。通常の（普通）建物賃貸借契約では、貸主からの解約には正当事由が必要です。
103-23,2,入居申込書は、入居希望テナントとの契約条件交渉に先立って、賃貸条件等、交渉に対する考え方を書面により受領するものであるが、一般的に法的拘束力を有さない。,TRUE,はい、入居申込書はあくまで入居の意思表示であり、正式な賃貸借契約が締結されるまでは、双方ともに契約上の義務は発生しないのが一般的です。
103-23,3,館内規則はビルへの入居に関し、当該ビルの標準仕様・工事区分・各種法的規制・建築・設備の規則及び条件を明示したものである。,FALSE,これは、テナント入居時の工事ルールなどを定めた「貸方基準」の説明です。館内規則は、ゴミ出しのルールなど、ビル利用上のルールを定めたものです。
103-23,4,プロパティマネジャーは通常、対象建物ごとに収入と支出の予測や修繕計画などをまとめた「PMレポート」をビルオーナー（アセットマネジャー等）へ年度ごとに提出する。,FALSE,これは年度予算である「PMバジェット」の説明です。PMレポートは、月次などで実績を報告する書類です。
103-24,1,設備管理業務には主に日常運転監視業務と定期整備業務があり、その方法として常駐設備管理方式と巡回設備管理方式がある。,TRUE,その通りです。ビルの規模や特性に応じて、適切な管理方式が選択されます。
103-24,2,清掃衛生業務の特別清掃とは、日常清掃では落とせない汚れを専用の薬品、機材を使って定期的に除去する作業であり、床面やガラス面などが主な対象となる。,FALSE,これは「定期清掃」の説明です。特別清掃は、照明器具の清掃など、より専門的で不定期に行われる清掃を指します。
103-24,3,巡回警備では、異常を検知してから警備対象施設まで30分以内（都内などの場合は25分以内）に到着しなければいけないことが警備業法で定められている。,FALSE,これはセンサーなどが異常を検知する「機械警備」の説明です。巡回警備は、警備員が定期的に施設を見回る警備方法です。
103-24,4,プロパティマネジメントにおけるコンストラクションマネジメントとは、修繕工事・改修工事に関わる企画・提案、工事管理を通じて品質・工期・コストの最適化を図ることをいう。,TRUE,はい、プロパティマネジャーは、工事の発注者側の立場でプロジェクト全体を管理し、オーナーの利益を最大化する役割を担います。
103-25,1,建築物衛生法で規定される特定建築物の維持管理権原者は、建築物環境衛生管理技術者を選任しなければならない。,TRUE,はい、一定規模以上の特定建築物では、衛生的な環境を確保するために、専門の資格者である建築物環境衛生管理技術者の選任が義務付けられています。（問題文の「特殊建築物」は「特定建築物」の誤り）
103-25,2,消防法において全ての防火対象物は、自衛消防組織を設置しなければならない。,FALSE,自衛消防組織の設置義務は、大規模な建物など、法令で定められた一定の防火対象物に限られます。
103-25,3,電気事業法における電気主任技術者の外部委託とは、自社で電気主任技術者を選任せず外部の組織に保安管理業務を委託することである。,TRUE,その通りです。自家用電気工作物を設置する事業者は、有資格者である電気主任技術者を選任するか、保安管理業務を外部に委託する必要があります。
103-25,4,建築基準法において建築確認申請が必要な建築行為は新築工事に限られる。,FALSE,新築のほか、増改築、大規模な修繕・模様替、一定の用途変更など、様々な建築行為で建築確認申請が必要となります。
103-26,1,PRIは2016年に公表された、サステナビリティ報告書の作成において準拠するガイドラインである。,FALSE,PRI（Principles for Responsible Investment：責任投資原則）は、投資の意思決定プロセスにESGの視点を組み込むことを掲げた投資原則です。サステナビリティ報告書のガイドラインは「GRIスタンダード」です。
103-26,2,TCFD（気候関連財務情報開示タスクフォース）が提出した最終報告書は、企業に対して、気候変動のリスクと機会が財務に及ぼす影響を整理した上で気候関連情報を開示することを推奨している。,TRUE,はい、TCFD提言は、気候変動に関する情報開示の国際的な標準となりつつあります。
103-26,3,GRESBは、不動産業界をはじめとした実物資産を対象としたESGの取り組みを評価するフレームワークであり、物件単位でESGの取り組みと実績を評価している。,FALSE,GRESBは、個別の物件単位ではなく、不動産会社やファンドといった組織単位でのESGへの取り組みを評価します。
103-26,4,CRREMは、脱炭素社会に向けた物理リスクを管理し、パリ協定の目標に整合させるため、商業用及び住宅用不動産セクターの脱炭素化の道筋（パスウェイ）を科学的根拠に基づき定義するプロジェクトである。,FALSE,CRREMが管理・評価するのは、規制強化などによる資産価値の毀損リスクである「移行リスク」です。
103-27,1,LEEDは、グリーンビルディングとして環境性能を様々な視点から評価するため、エネルギー効率だけでなく、敷地選定、水の利用、立地と交通、材料と建築、室内環境、総合的プロセスなど複数の評価分野が設けられている。,TRUE,その通りです。LEEDは、建物の環境性能を多角的に評価する国際的な認証制度です。
103-27,2,BELSは、建築物省エネ法に準じた評価手法を採用しており、持続可能性の様々な側面を多面的に評価し、総合指標で評価している。,FALSE,BELS（建築物省エネルギー性能表示制度）は、環境性能の中でも特に「省エネルギー性能」に特化した評価・表示制度です。設問後半の内容はCASBEEの説明に近いです。
103-27,3,日本の不動産市場においても、グリーンビルディング認証が不動産のキャッシュフローや価値に与える影響（グリーン・プレミアム）が存在することを示した実証研究が複数発表されている。,TRUE,はい、環境性能の高いビルは、賃料が高く、空室率が低い傾向があることなどが研究で示されています。
103-27,4,ESGフレームワークの一つであるGRESBの評価項目には、グリーンビルディング認証を取得した物件の面積割合も含まれており、物件レベルでのESGの取り組みが企業・ファンドレベルでの評価につながるようになっている。,TRUE,その通りです。個別の物件でグリーンビルディング認証を取得することが、GRESB評価の向上、ひいては企業やファンド全体の評価向上に繋がります。
105-28,1,105科目（不動産ファイナンスの基礎）のテキストでは、ファイナンスという言葉は、広義には資金調達だけではなく投資理論なども含むものとして使用している。,TRUE,はい、「ファイナンス」は狭義の資金調達だけでなく、投資の意思決定や企業価値評価などを含む広い概念です。
105-28,2,ノンリコースローンは、対象となる不動産からの収益や売却代金によって返済がなされるが、万一返済が滞った場合には、関係者である投資家や不動産投資顧問会社に対して残債権額の返済を求めるといったような保証を求めることが多い。,FALSE,ノンリコース（非遡及）とは、返済原資が対象不動産に限定され、事業主の他の資産や第三者には返済義務が及ばない（遡及しない）融資形態を指します。
105-28,3,不動産ファイナンスでは、仕組みを構築する際に、倒産隔離性を確保することが重要だが、当該事業主体にファイナンスを行っている債権者から見た場合には、第三者の債権者が出現しないことがより重要となる。,TRUE,はい、レンダー（貸付人）にとっては、他の債権者が現れて返済原資である不動産が差し押さえられるリスクを避けることが、融資の安全性を確保する上で非常に重要です。
105-28,4,J-REITへのファイナンスは、一般に不動産ファンドは投資期間が有限であることに対し、期限の定めが無い事業主体であることから、継続企業を前提としてファイナンスの可否を判断する必要がある。,TRUE,その通りです。J-REITは永続的な事業体であるため、特定の物件の売却による返済だけでなく、借換えや公募増資など、多様な返済方法を想定したファイナンスが行われます。
105-29,1,社債を投資家に対して発行して資金調達する場合には、投資家保護のために必ず社債管理者が設置される。,FALSE,社債の券面額が1億円以上の場合など、一定の要件を満たす場合には社債管理者の設置は不要となります。
105-29,2,SPV自体の倒産隔離の方法として、現在は慈善信託によるものが主流となっている。,FALSE,現在では、社員の議決権を制限しやすい「一般社団法人」をSPVの株主（社員）とすることが主流です。
105-29,3,オリジネーターなどは、一般社団法人を設立するための費用を基金拠出の形で負担し、併せて一般社団法人に対する議決権を有する。,FALSE,倒産隔離の観点から、オリジネーターは一般社団法人の議決権を持たないように設計されます。
105-29,4,組合には、民法上の任意組合、商法上の匿名組合、投資事業有限責任組合、有限責任事業組合があるが、いずれも組合事業の制限はない。,FALSE,例えば、投資事業有限責任組合（LPS）は、行える事業が法律で定められています。
105-30,1,金銭債権の証券化において、オリジネーターがサービサーとしてサービシング業務を行っているか否かに拘らず、債務者対抗要件として債務者への譲渡の通知などを必ず行う。,FALSE,オリジネーターが引き続き債権回収（サービシング）を行う場合、債務者に譲渡の事実を知らせない（通知しない）のが一般的です。
