problem_no,sub_id,stem,correct,explanation
101-6,イ,不動産証券化は、主に企業の信用力に依存して資金調達をするため、「アセットファイナンス」の領域に属する。,FALSE,不動産証券化は、企業の信用力ではなく、対象となる「資産（アセット）」の信用力に依存して資金調達する手法であり、「アセットファイナンス」に分類されます。
101-6,ロ,私募REITは、所有不動産価格を基準に投資口価格が評価されるため元本変動リスクが少なく、J-REITと比べて流動性は劣後するものの、相対的に安定的な運用を図ることができる。,TRUE,はい、非上場のため市場での価格変動がなく、鑑定評価額に基づき価格が算出されるため、価格の安定性が特徴です。
101-6,ハ,日本の不動産証券化市場では投資家の多様化が進み、年金積立金管理運用独立行政法人（GPIF）も2014年にJ-REITへの投資を開始している。,TRUE,その通りです。GPIFのような大規模な機関投資家の参入は、市場の成長と安定に大きく貢献しています。
101-6,ニ,不動産証券化を活用することによって、リスクの移転・分散・消去といったリスクコントロールが可能となる。,FALSE,リスクの移転や分散は可能ですが、不動産が持つリスクそのものを「消去」することはできません。
101-7,イ,レバレッジ効果によりエクイティ投資家はリターンを増幅できるが、将来の出口（売却時）のリスクも同様に増幅される。,FALSE,エクイティ投資家はレバレッジによってリターンを増幅するとともに将来の出口リスクは増幅する。
101-7,ロ,不動産が適正な価格でSPVに譲渡されることは真正売買の重要な条件であり、この適正価格は通常、収益還元法で求められる。,TRUE,はい、その不動産が将来生み出すキャッシュフローを基に算出される収益還元価格が、適正な時価として重視されます。
101-7,ハ,利益相反とは、忠実義務を負う者が自己や第三者の利益を図り、オリジネーターの利益を損なうことをいう。,FALSE,利益相反で保護されるべきは「投資家」の利益です。
101-7,ニ,二重課税を回避するには、非課税のSPVを使う「パススルー」方式と、配当を損金算入できるSPVを使う「ペイスルー」方式がある。,TRUE,はい、パススルーは組合など、ペイスルーは投資法人や特定目的会社などが該当し、いずれも投資家段階での課税に一本化するための仕組みです。
101-8,1,RMBSは、収益不動産向けのノンリコースローンを裏付けに発行される証券である。,FALSE,これはCMBS（商業用不動産ローン担保証券）の説明です。RMBSは住宅（Residential）ローンを裏付けとしています。
101-8,2,私募REITは投信法に基づく投資法人スキームをベースにし、運用期間の定めがあり、出資金の払戻しが認められる。,FALSE,私募REITは、J-REITと同様に運用期間の定めがない「オープンエンド型」が一般的です。
101-8,3,特定目的会社（TMK）は資産流動化法に基づくビークルで、対象資産の特定と資産流動化計画の作成が義務付けられ、発行する資産対応証券は金商法上の有価証券である。,TRUE,その通りです。TMKは資産流動化法に基づき厳格なルールのもとで組成・運営されます。
101-8,4,資産流動化型スキームは、投資家利益の最大化のため、能動的かつ機動的に運用を行う仕組みである。,FALSE,これは資産「運用」型スキームの説明です。資産「流動化」型スキームは、特定の資産を保有し続ける静的な仕組みが基本です。
101-9,1,開発型証券化は、稼働中物件への投資に比べ、将来の収益の不確実性リスクが高くなる。,TRUE,はい、建設の遅延やテナント誘致の成否など、完成・稼働するまでの不確定要素が多いため、リスクは高くなります。
101-9,2,ファンドを利用した資産価値向上（バリューアップ）は、キャッシュフローの改善とリスクプレミアムの圧縮が基本である。,FALSE,キャッシュフローの改善とリスクプレミアムの圧縮が基本となっている。
101-9,3,不動産の投資利回りは、安全資産利回りに一定のリスクプレミアムを上乗せし、不動産価格の成長率を控除した水準が妥当とされる。,TRUE,これはキャップレート（還元利回り）の基本的な考え方を示しています。
101-9,4,不動産証券化を契機に、金融市場の論理や技術、倫理・規律が不動産投資の分野に持ち込まれた。,TRUE,はい、不動産を金融商品として捉えることで、より客観的で合理的な投資評価手法や、投資家保護の考え方が導入されました。
101-10,1,借地借家法は居住用不動産の賃借人保護が目的のため、事業用不動産の賃貸借には適用されない。,FALSE,借地借家法は、事業用不動産を含め、建物の所有を目的とする土地の賃借権や建物の賃貸借全般に適用されます。
101-10,2,借地借家法において借地権とは、建物の所有を目的とする地上権又は土地の賃借権をいう。,TRUE,その通りです。この定義は借地借家法第2条第1号に定められています。
101-10,3,民法において宅地建物の売買契約が成立するためには、売買契約書の作成が要件とされている。,FALSE,売買契約は、当事者の意思の合致（申込みと承諾）があれば口頭でも成立する「諾成契約」であり、契約書の作成は成立要件ではありません。
101-10,4,民法において宅地建物の売買契約が成立するためには、売主から買主への所有権移転登記が要件とされている。,FALSE,登記は、売買契約の成立後に、その所有権を第三者に対して主張（対抗）するための「対抗要件」であり、契約の「成立要件」ではありません。
101-11,1,宅地や建物の売買媒介等を業として行う場合は宅建業の免許が、一定規模超の賃貸住宅管理を業として行う場合は賃貸住宅管理業の登録が必要であり、後者が賃貸借契約の媒介を業とすることはできない。,TRUE,はい、それぞれ宅地建物取引業法、賃貸住宅の管理業務等の適正化に関する法律で定められており、賃貸の媒介は宅建業者の業務です。
101-12,イ,金融市場は、期間1年以内の短期金融市場と1年超の長期金融市場に大別され、取引所を介さない店頭市場もある。,TRUE,その通りです。これらは金融市場を分類する際の基本的な区分です。
101-12,ロ,証券市場で企業が株式・社債・CP等を発行して資金調達を行うことを市場型間接金融と呼ぶ。,FALSE,これは、企業が市場から直接資金を調達するため「直接金融」に分類されます。
101-12,ハ,オプション取引やスワップ取引等、他の資産の価格に依存して価格が決まる取引を先渡契約という。,FALSE,これらは「デリバティブ取引（金融派生商品）」と総称されます。
101-12,ニ,イールドカーブは通常、順イールド（長期金利＞短期金利）だが、金利低下期待が高まると逆イールド（長期金利＜短期金利）になることがある。,TRUE,はい、将来の景気後退や金融緩和が市場で織り込まれると、逆イールドが発生することがあります。
101-13,イ,金商法に基づく開示は、投資家保護を目的とし、手続きはEDINETにより電子化されている。,TRUE,はい、EDINET（Electronic Disclosure for Investors' NETwork）を通じて、有価証券報告書などが公衆に開示されます。
101-13,ロ,会社法に基づく開示は、債権者・株主の保護を目的とし、計算書類等の定時株主総会での報告または承認が求められる。,TRUE,はい、会社の財産状況を利害関係者に示すための開示制度です。
101-13,ハ,金融商品取引所の規則に基づく開示（適時開示）は、投資判断に重要な影響を与える会社の情報を、投資家に適時・適切に開示することを目的としている。,TRUE,インサイダー取引の防止や、投資家間の情報格差の是正を目的とした、迅速性が求められる開示制度です。
101-13,ニ,上場企業は、法律や取引所の規則に基づく開示にとどまらず、任意のIR活動を実施している。,TRUE,はい、決算説明会や統合報告書の発行など、法定開示を補完する形で、投資家との対話を目的としたIR（Investor Relations）活動が行われています。
101-14,イ,株式を証券取引所に上場させるには、「上場審査基準」に適合していれば、上場適格と判断され上場される。,FALSE,形式的な基準への適合だけでなく、企業内容の開示体制が整っているかなど、実質的な審査も行われます。
101-14,ロ,株式は上場されると不特定多数の投資家により売買されるようになるため、上場は株式公開とも呼ばれ、市場への最初の株式供給という意味でIPOともいう。,TRUE,はい、IPOはInitial Public Offeringの略で、新規株式公開を意味します。
101-14,ハ,上場株式の流通量が不足し、公正な価格形成が困難となった場合や、会社がいわゆる破綻状態となった場合などは、上場廃止基準に基づき上場廃止の措置が取られる。,TRUE,その通りです。投資家保護や市場の公正性を保つため、取引所が定める基準に抵触した場合は上場廃止となります。
101-14,ニ,顧客が委託保証金を預託し、証券会社から資金や証券を借りて売買を行う取引を貸借取引という。,FALSE,これは「信用取引」の説明です。貸借取引は、証券会社が信用取引に必要な資金や株券を証券金融会社から調達する取引を指します。
101-15,1,額面100円、クーポン0.5%の債券を95円で購入し、5年後に100円で償還を受けた場合の単利の最終利回りは、0.50%である。,FALSE,正しくは約1.58%です。
101-15,2,額面100円、クーポン0.5%の債券を95円で購入し、5年後に100円で償還を受けた場合の単利の最終利回りは、1.50%である。,FALSE,正しくは約1.58%です。
101-15,3,額面100円、クーポン0.5%の債券を95円で購入し、5年後に100円で償還を受けた場合の単利の最終利回りは、1.55%である。,FALSE,正しくは約1.58%です。
101-15,4,額面100円、クーポン0.5%の債券を95円で購入し、5年後に100円で償還を受けた場合の単利の最終利回りは、約1.58%である。,TRUE,計算式：[0.5円 + (100円 - 95円) ÷ 5年] ÷ 95円 × 100 ≒ 1.58% となります。
101-16,イ,預金業務は銀行の固有業務の一つで受信業務ともいい、バランスシート上、預金は銀行の負債になる。,TRUE,はい、預金は銀行が顧客から預かっているお金なので、会計上は負債として計上されます。
101-16,ロ,銀行の信用創造機能により創り出された派生的預金は、支払準備率が高いほど大きくなる。,FALSE,支払準備率が高いほど、銀行が貸し出せるお金が減るため、信用創造機能は弱まり、派生的預金は「小さく」なります。
101-16,ハ,銀行が株式を保有する目的は政策投資と純投資があり、前者は親密取引先との関係強化や総合取引推進のために行われてきた。,TRUE,その通りです。ただし、近年はコーポレートガバナンスの観点から、政策保有株式を削減する動きが加速しています。
101-16,ニ,2004年の信託業法改正により、信託銀行は特許権や著作権なども受託することができるようになった。,TRUE,はい、この改正により信託できる財産の範囲が広がり、知的財産権なども信託の対象となりました。
101-17,1,バーゼルⅡにおけるリスク算出方法では、標準的手法と内部格付手法があり、後者はさらに基礎的手法と先進的手法に区分される。,TRUE,はい、銀行が自らのリスク管理体制の高度化レベルに応じて、より精緻なリスク算出方法を選択できるようになっています。
101-18,2,プロジェクトファイナンスにおいて、スポンサーは事業の推進主体として重要であり、与信判断の重要な要素となる。また、通常SPVに出資し、限定的な形で信用補完を与えることが多い。,TRUE,その通りです。プロジェクトファイナンスは事業のキャッシュフローが返済原資ですが、事業を遂行するスポンサーの能力やコミットメントも極めて重要です。
101-19,イ,不動産証券化ビジネスの拡大に伴い、機関投資家が不動産に投資する場合、対象不動産の経営をアセットマネジャー等の第三者へ委託することが普及した。,TRUE,はい、「所有と経営の分離」が進み、機関投資家は所有者に、アセットマネジャーは経営者に、という役割分担が一般的になりました。
101-19,ロ,国内保険会社の平均資産配分でみると、生命保険会社は、安全資産とされる国債への配分割合が損害保険会社より低い。,FALSE,将来の保険金支払いに備える期間がより長期にわたる生命保険会社の方が、損害保険会社よりも国債への配分割合が高い傾向にあります。
101-19,ハ,国内銀行は、株式・債券への投資が主な有価証券投資であるが、その他有価証券として不動産証券化商品にも投資している。,TRUE,はい、J-REITや私募ファンドなどへの投資も、銀行の資産運用の一環として行われています。
101-19,ニ,銀行、保険会社、年金基金などの機関投資家は、支払い義務等の特性に基づき、総合的に資産管理を行うリスク管理手法としてPMLを用いている。,FALSE,このリスク管理手法はALM（Asset Liability Management）です。PMLは地震による予想最大損失率を指す指標です。
101-20,イ,海外機関投資家で、不動産運用資産額において上位を占めるのは、年金基金、保険会社、SWF（ソブリン・ウェルス・ファンド）などである。,TRUE,はい、いずれも巨額の資金を長期的な視点で運用する代表的な機関投資家です。
101-20,ロ,国内の私募REITでは、年金以外の国内機関投資家（金融機関など）による投資口保有比率が2022年末時点で60%を超えている。,TRUE,はい、特に地域金融機関などが、安定的なインカム収益を求めて私募REITの主要な投資家層となっています。
101-20,ハ,国内保険会社では、自社の営業拠点としての使用を含めて実物不動産を所有しているが、近年は不動産証券化商品も投資対象としている。,TRUE,その通りです。かつては自社利用や直接保有が中心でしたが、現在ではJ-REITなども重要な投資対象となっています。
101-20,ニ,SWF（ソブリン・ウェルス・ファンド）は、欧米の大型不動産取引で名を連ねているが、日本での投資実績はまだない。,FALSE,シンガポールのGICや中国のCICといったSWFは、過去に都内の大型オフィスビルや複合施設を取得するなど、日本でも活発な投資実績があります。
101-21,イ,年金による不動産投資は、日本において不動産の証券化が本格的に開始される以前から行われていた。,TRUE,はい、誤りではないと判断されます。
101-21,ロ,世界の不動産証券化市場において国別に時価残高を見ると、オーストラリアの規模が最大である。,FALSE,世界の不動産証券化市場で最大の規模を誇るのは米国です。
101-21,ハ,国家公務員共済組合連合会の運用資産残高は、地方公務員共済制度全体の運用資産残高より大きい。,FALSE,運用資産残高は地方公務員共済の方が国家公務員共済より大きいです。
101-21,ニ,企業年金が運用対象とする資産の種類については、特に制限がない。,TRUE,はい、5:3:3:2規制が廃止された後は、特定の投資対象に対する制限は科されていません。
101-22,2,企業年金基金は、年金の受給権者や制度加入者に対して受託者責任を負っており、その中で特に重要なものは注意義務と忠実義務である。,TRUE,はい、加入者の大切な年金資産を預かる者として、善良な管理者の注意をもって（注意義務）、加入者の利益のためだけに（忠実義務）行動することが求められます。
101-23,イ,コーポレートファイナンスは直接金融を、アセットファイナンスは間接金融を意味する。,FALSE,両者は「誰の信用力に基づくか」という分類であり、「誰から資金を調達するか」（直接・間接金融）とは別の分類軸です。
101-23,ロ,日本では現在、直接金融が発達したため、間接金融の影響力は少なくなっている。,FALSE,日本の金融システムは、現在でも銀行借入を中心とした間接金融が比較的大きな影響力を持っています。
101-23,ハ,アセットファイナンスはコーポレートリスクから切り離されているため、オリジネーターの信用力がストラクチャーに影響することは全くない。,FALSE,完全に切り離されるわけではなく、例えばオリジネーターが売主として負う瑕疵担保責任など、その信用力はストラクチャーに影響します。
101-23,ニ,アセットファイナンスはコーポレートリスクから切り離されるため、必ずコーポレートファイナンスより低利の資金調達を実現できる。,FALSE,必ずしも低コストになるとは限りません。証券化のための様々な費用が発生するため、結果としてコーポレートファイナンスよりコストが高くなることもあります。
101-24,イ,証券化では、オリジネーターは信託受託者として資産を信託設定し、信託受益権をSPCへ発行するのが一般的である。,FALSE,オリジネーターは資産を信託する「委託者」であり、信託を受ける「受託者」ではありません。
101-24,ロ,受託者の債権者は信託財産に強制執行できず、受託者が破産しても信託財産は破産財団に属さない。,TRUE,はい、これを信託財産の「倒産隔離機能」または「独立性」といい、信託が証券化で利用される大きな理由の一つです。
101-24,ハ,集団投資信託や法人課税信託を含め、信託は課税対象とはならず二重課税の回避が実現される。,FALSE,これは受益者等課税信託の原則ですが、集団投資信託や法人課税信託など、例外的に但書信託として課税対象とされているものもあります。
101-24,ニ,特定目的会社は、不動産特定共同事業法の適用を受けないため、信託が利用されることはない。,FALSE,特定目的会社（TMK）が不動産信託受益権を保有・売買するスキームは一般的であり、信託は頻繁に利用されます。
101-25,イ,住宅ローンを裏付けとした証券化商品において、債務者が居住目的か投資目的かにかかわらず、リスク特性は異なるものではない。,FALSE,投資・賃貸目的のアパートローンは、債務者の返済能力に加えて事業の収支計画も考慮する必要があり、居住目的の住宅ローンとはリスク特性が異なると見なされます。
101-25,ロ,2007年の金融危機後、現在までCBO（社債担保証券）やCLO（ローン担保証券）の発行は行われていない。,FALSE,一時的に市場は縮小しましたが、その後再開されており、特にCLOは発行が継続しています。
101-25,ハ,商業用不動産担保ローンは、オフィスや商業施設などを担保とし、借入の実質的な主体に対してノンリコースという特徴を有している。,TRUE,はい、返済原資が対象不動産から生み出されるキャッシュフローに限定され、借主本体の信用力には遡及しないのが特徴です。
101-25,ニ,再生可能エネルギー発電設備や空港、道路等のインフラ資産も証券化の対象とされ、インフラファンド市場に上場するケースもある。,TRUE,はい、長期にわたり安定したキャッシュフローを生み出すことが期待できるため、証券化に適した資産として市場が形成されています。
102-26,イ,不動産投資において大切なことは、短期的な利益だけでなく、中長期の視点で安定性や成長性、特に「利用」の側面からの視点を持つことである。,TRUE,はい、不動産の本源的価値はその利用価値にあるため、中長期的に利用され続けるかどうかが投資の成否を分けます。
102-26,ロ,不動産は総額が高いため、他の金融資産等と比較して、投資金額が大きくなる傾向がある。,TRUE,はい、この「投資単位の大きさ」が不動産投資の特徴の一つであり、証券化によって小口化されるまでは、参加できる投資家が限られていました。
102-26,ハ,不動産投資に伴う「オポチュニティ」は、アップサイドであり、保有期間中のキャッシュフローの向上のみを指す。,FALSE,キャッシュフローの向上（インカムゲインの増加）だけでなく、売却時の価格上昇（キャピタルゲイン）もオポチュニティに含まれます。
102-26,ニ,プライベートファンドの投資基準は、ファンドが設立されてから、投資家との話し合いで決まる。,FALSE,投資基準は、投資家が資金を拠出する前に、ファンドの募集段階であらかじめ定められています。
102-27,イ,コンピュータウイルスによる被害は不動産投資におけるリスクに含まれない。,FALSE,ビルの管理システムがサイバー攻撃を受けるなど、コンピュータウイルスによる被害もオペレーショナルリスクの一つとして認識されています。
102-27,ロ,地震による予想最大損失の大きさを示すPMLが15を超えるものについては、レンダーは借入人に地震保険への加入を強く求める。,TRUE,はい、PMLが15%程度を上回ると、レンダーは融資の条件として地震保険の付保を要求することが一般的です。
102-27,ハ,不動産投資で将来の不動産の売却先をあらかじめ見つけ、確保しておくことは、マーケットの変動や流動性に関するリスクを軽減する方策といえる。,TRUE,はい、特に出口戦略が重要な投資や、流動性の低い不動産においては有効なリスクヘッジ手段です。
102-27,ニ,管理運営が適正に行われているかどうかのチェックやテナントへのCS調査等を行うことはリスク軽減の方策となる。,TRUE,はい、テナント満足度（CS）の向上は退去率の低下や賃料の安定につながり、不動産のキャッシュフローを安定させる上で重要です。
102-28,1,アセットマネジメントでは、GK-TKスキームでは資産流動化法に、TMKスキームでは金融商品取引法に則る必要がある。,FALSE,説明が逆です。GK-TKスキームでは主に金融商品取引法が、TMKスキームでは資産の流動化に関する法律が主な準拠法となります。
102-28,2,投資期間中に大規模修繕工事を多数実施すると、DSCRテストに抵触するおそれや、利益配当に対し配当原資が不足する「未払い配当」が発生することがある。,FALSE,利益配当に対し配当原資が不足する状態は「未払い配当」とは言いません。
102-28,3,デューデリジェンスにおいて、賃貸借内容の実態を正確に把握するためにはレントロールで確認しなければならない。,FALSE,レントロールはあくまで一覧表であり、フリーレントなど個別の条件が反映されていない場合があるため、賃貸借契約書の原文を確認する必要があります。
102-28,4,ビジネスプランとは、アンダーライティングをベースに、物件・SPCレベルの収支や最終的な配当計画を記載した、アセットマネジャーが投資家やレンダーに提示する投資運用計画のことである。,TRUE,その通りです。ビジネスプランは、投資の意思決定やその後の運用における羅針盤となる重要な書類です。
102-29,イ,投資（運用）委員会は、不動産や信託受益権の取得時のみに行う。,FALSE,取得時だけでなく、運用期間中の大規模修繕やリファイナンス、売却時など、重要な意思決定の際にも開催されます。
102-29,ロ,タームシートとは、契約書作成の前段階として関係当事者間の合意を形成するために作成される契約内容の要点を規定したもので「条件規定書」などと呼ばれる。,TRUE,はい、主要な取引条件をまとめたもので、これに基づき正式な契約書の交渉が進められます。
102-29,ハ,LTVテストでLTV値が基準値を何度か下回ると、リリース口座への資金移動が停止され、物件の強制売却に至る場合もある。,FALSE,LTV値が基準値を「上回る」と、このようなペナルティが発生する可能性があります。
102-29,ニ,投資クライテリアとは、どのような基準で不動産に投資するかを定めた投資基準のことである。,TRUE,はい、投資対象とする不動産の種類、地域、規模、築年数などの基準を定めたものです。
102-30,イ,TMKスキームは現物不動産のみの投資に利用できるスキームであり、開発案件などに広く利用されている。,FALSE,TMKスキームは、現物不動産だけでなく信託受益権も対象とすることができます。
102-30,ロ,レンダーを選定する際、アセットマネジャーは競争入札を行うなどして好条件での資金調達を目指す。,TRUE,はい、金利や手数料、融資期間などの条件を複数の金融機関と比較検討し、ファンドにとって最も有利な条件を引き出すことが求められます。
102-30,ハ,信託受託者を選定する際は、信託報酬だけでなく、受託スタンスや審査基準なども総合的に判断して選定すべきである。,TRUE,その通りです。信託受託者は不動産の法的な所有者となる重要なパートナーであり、円滑なファンド運営には多角的な視点での選定が不可欠です。
102-30,ニ,プロパティマネジャーを選定する際、リファイナンスに関する提案ができるPM会社を選定すべきである。,FALSE,リファイナンス（資金の再調達）は、資金繰りや投資戦略に関わる業務であり、プロパティマネジャーではなくアセットマネジャーの業務範囲です。
102-31,1,東京23区のオフィスストックについて、延床5000坪以上のビルはバブル期に竣工が集中している。,FALSE,大規模ビルはバブル期以降も継続的に供給されています。バブル期に竣工が集中したのは中小規模ビルです。
102-31,2,2022年9月末時点で、東京23区のオフィス賃貸可能面積は、大阪市の約2倍である。,FALSE,東京23区の賃貸可能面積は大阪市の約4倍近くになります。
102-31,3,「1人あたりオフィス床面積」は、新型コロナウイルスの感染拡大が生じる前までは継続して上昇していた。,FALSE,コロナ禍以前から、1人あたり面積はほぼ横ばいで推移していました。
102-31,4,東京23区のオフィスストックを棟数でみたときに、延床5000坪未満のビルが約9割を占めている。,TRUE,はい、棟数ベースでは中小規模のビルが圧倒的多数を占めています。
102-32,イ,基準地価は、都道府県知事が毎年7月1日時点の価格を判定するもので、公共事業の買収価格算定の基準になる。,TRUE,その通りです。公示地価を補完する役割を持ち、より地域に密着した地点の価格が示されます。
102-32,ロ,固定資産税評価は、3年に1度、1月1日に評価替えが行われる。,TRUE,はい、3年ごとの1月1日が基準日です。
102-32,ハ,地価公示は、国土交通省土地鑑定委員会が、毎年1月1日時点の価格を判定して公示する。,TRUE,はい、全国の標準的な地点の価格を示すもので、一般の土地取引の指標とされています。
102-33,イ,住宅の需要動向として、東京23区は2021年、2022年ともに人口の転出が転入を上回る転出超過となった。,FALSE,2021年は転出超過でしたが、2022年には再び転入超過に戻っています。
102-33,ロ,商業施設で採用される売上歩合賃料は、テナントの売上が上がるほど賃料が高くなるため、賃貸人にとって有利な契約条件といえる。,FALSE,売上が下がれば賃料も減少するため、賃料収入が不安定になるリスクがあり、必ずしも有利とは言えません。
102-33,ハ,有料老人ホームやサービス付き高齢者向け住宅（サ高住）の供給量は、日本の高齢化を背景に増加が続いている。,TRUE,はい、高齢者人口の増加に伴い、ヘルスケアアセットは不動産投資の対象として市場が拡大しています。
102-33,ニ,物流施設が増加しているのは、日本国内における貨物の輸送量の増加傾向が続いているためである。,FALSE,国内の総貨物輸送量は減少傾向にあります。物流施設需要の増加は、EC市場の拡大など、輸送の内訳の変化（多頻度小口化など）が主な要因です。
102-34,1,2019年までの国内延べ宿泊者数は、外国人が全体の約半数を占めていた。,FALSE,インバウンド需要がピークだった2019年でも、外国人の割合は2割未満です。
102-34,2,リゾートホテルの稼働率は夏季より正月を含む冬季の方が高い傾向にある。,FALSE,リゾートホテルの稼働率が最も高くなるのは、夏休みシーズンである8月です。
102-34,3,ホテル経営の指標であるRevPARは、平均客室単価（ADR）と客室稼働率（OCC）を掛け合わせて算出される。,TRUE,その通りです。RevPAR（Revenue Per Available Rooms）は、販売可能な全客室あたりの売上を示し、ホテルの収益性を測る重要な指標です。
102-34,4,平均客室単価（ADR）は、「客室販売収入÷販売客室数」で算出され、販売客室数には販売されなかった客室も含まれる。,FALSE,ADR（Average Daily Rate）の算出に用いるのは、実際に販売された客室数のみです。販売されなかった客室は計算に含みません。
102-35,イ,普通賃貸借契約で市場賃料より低廉な賃料のテナントは、更新時に直ちに市場賃料まで増額することが容易な場合が多い。,FALSE,借地借家法による保護があるため、貸主からの一方的な大幅な賃料増額は困難な場合が多いです。
